id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
51307917,"Ahome, MX-SI, MX",26.0842745247,-109.3907866445,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
51724251,"Isla Santa Isabel, Nay., México",21.8944265883,-105.9268478832,122,,,,122,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
51817850,"Huatulco, MX-OA, MX",15.6965593499,-96.2250489846,4,,,,4,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
51844069,"Huatulco, MX-OA, MX",15.7063612108,-96.2039270243,55,,,,55,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
53284379,"Bahía Puerto Marqués, GRO, MX",16.8091715185,-99.850072039,15,,,,15,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
53525487,"La Jolla Shores, San Diego, CA 92037, USA",32.8577055,-117.2529145,1839,,,,1839,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
53731192,"La Paz, Baja California Sur, Mexico",24.3329189908,-110.441796856,20781,,,,20781,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
54921690,"Municipal de San Juan del Sur, Nicaragua",11.1070273729,-85.7790504828,61,,,,61,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
54947640,"Municipal de San Juan del Sur, Nicaragua",11.1064167365,-85.7625828311,526,,,,526,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
56141769,"Isla la Reina, Baja California Sur, Mexico",24.3654750897,-110.0518425667,2488,,,,2488,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
56141780,"Isla la Reina, Baja California Sur, Mexico",24.3654750897,-110.0518425667,2488,,,,2488,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
56259507,"Galápagos Islands, Ecuador",-0.7456100381,-90.0662860873,94440,,,,94440,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
56266445,"Bellavista, Ecuador",-0.6961701188,-90.3244691006,105443,,,,105443,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
56268719,"Santa Cruz, Ecuador",-0.7822679833,-90.0799461702,100144,,,,100144,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
56271772,"Galápagos Islands, Ecuador",-0.9378840824,-90.1376319988,94443,,,,94443,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
56285359,"Galápagos Islands, Ecuador",-0.8060806665,-90.1211777092,95054,,,,95054,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
56532302,"Guaymas, Sonora, Mexico",28.145523,-111.3113539722,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
57308111,"Balboa, Panamá, Panama",8.597875,-79.024997,,,,,,,open,false,,"",Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
58054927,"Salinas, EC-SE, EC",-2.21867,-80.934741,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
58396320,"Huatulco, MX-OA, MX",15.6965773649,-96.2242485416,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
58396321,"Huatulco, MX-OA, MX",15.6967013097,-96.2241699784,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
58407875,"Isla Santiago-Sombrero Chino, Santa Cruz, Ecuador",-0.3698,-90.5836,300,,,,300,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
58408089,"Isla Santiago-Sombrero Chino, Santa Cruz, Ecuador",-0.3698,-90.5836,300,,,,300,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
58452932,"Isla Santiago-Sombrero Chino, Santa Cruz, Ecuador",-0.3698,-90.5836,300,,,,300,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
58730540,"Isla del Cano, Costa Rica",8.707268,-83.8817571,1727,,,,1727,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
58793725,"Manzanillo, Col., México",19.0313278721,-104.3308943916,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
58812796,"Isla Santiago, Santa Cruz, Ecuador",-0.2644,-90.7155,18000,,,,18000,,open,false,,,Abudefduf troschelii,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
59394919,"Loreto, B.C.S., México",26.1311394215,-111.2621124401,61,,,,61,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
59648540,"Isla Lobos, Mazatlán, SIN, MX",23.2342602268,-106.4663118042,315,,,,315,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
59840724,"Pacific Ocean, Cabo San Lucas, BCS, MX",22.8896989955,-109.883178485,395,,,,395,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
60039282,"Los Patos Sirena Trail, Puntarenas Province, Costa Rica",8.5296883348,-83.8781911564,26281,,,,26281,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
60218061,"Mazatlán, SIN, MX",23.564393252,-106.4056304515,134535,,,,134535,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
60427152,"Montijo District, Panama",7.61983624,-81.7161514263,244,,,,244,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
60487640,"Montijo District, Panama",7.5924520683,-81.7140198076,31,,,,31,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
60487643,"Montijo District, Panama",7.5381416667,-81.6814916667,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
61709276,"Manzanillo, Col., México",19.0618744882,-104.3048327224,2,,,,2,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
61719371,"Manzanillo, Col., México",19.0618639541,-104.3048958368,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
61779981,"Playa Azul las Brisas, Manzanillo, Col., México",19.06181716,-104.3050392166,2,,,,2,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
62255694,"Manzanillo, Col., México",19.1046587894,-104.398276083,2,,,,2,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
62370850,"Santa Cruz, EC-GA, EC",-0.3687904642,-90.5859231949,281,,,,281,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
62968827,"Guasave, Sin., México",25.2829435837,-108.4961964311,244,,,,244,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
63353643,"Oaxaca, MX",15.7438073432,-96.1281486234,92,,,,92,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
63399132,"Puerto Ayora, Ecuador",-0.7485512151,-90.3130743757,17,,,,17,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
63489682,"Océano Pacífico, BCS, MX",24.2017384026,-110.3008406783,81,,,,81,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
63860879,"Bahía de los Ángeles, Baja California, Mexico",28.9928523896,-113.5526735125,57,,,,57,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
63901643,"Zihuatanejo de Azueta, Guerrero, Mexico",17.6314631546,-101.5506552191,1881,,,,1881,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
63935705,"Loreto Municipality, Baja California Sur, Mexico",26.3484979201,-111.404568367,122,,,,122,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
64216905,"Golfito, CR-PU, CR",8.5718344656,-83.3341368411,7813,,,,7813,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
64312465,"Puerto Vallarta, Jalisco, Mexico",20.5450966667,-105.2907833333,,,,,,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
64312633,"Puerto Vallarta, Jalisco, Mexico",20.5450966667,-105.2907833333,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
64570329,"La Paz, MX-BS, MX",24.556087198,-110.3373218914,3621,,,,30069,obscured,open,true,,"",Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
64986322,"Genovesa Island, Ecuador",0.3230807,-89.9580123,3588,,,,3588,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65046902,"Manzanillo, Col., México",19.1009432991,-104.351139288,8,,,,8,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65047102,"Manzanillo, Col., México",19.101123208,-104.3507601426,2,,,,2,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65341128,"La Paz, MX-BS, MX",24.2087895703,-110.30318876,122,,,,122,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65365497,"Isabela, Ecuador",-1.0475196635,-91.1704181364,1672,,,,1672,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65452377,"Manzanillo, Col., México",19.1011315014,-104.3512971979,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65459088,Isla de la Plata,-1.2856324638,-81.062936224,2641,,,,2641,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65569026,"Mulegé, MX-BS, MX",27.258245433,-112.0865550165,31,,,,31,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65665486,"Rio Hato, Panama",8.3537954659,-80.1107432218,279,,,,279,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65680882,"Isabela, Ecuador",-0.8906058983,-90.9491224083,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65710923,"Huatulco, MX-OA, MX",15.7008105473,-96.2145720943,20,,,,20,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65710924,"Huatulco, MX-OA, MX",15.7008105473,-96.2145720943,20,,,,20,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65710926,"Huatulco, MX-OA, MX",15.7008105473,-96.2145720943,20,,,,20,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65710929,"Huatulco, MX-OA, MX",15.7008105473,-96.2145720943,20,,,,20,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65710930,"Huatulco, MX-OA, MX",15.7008105473,-96.2145720943,20,,,,20,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65871897,"La Paz, Baja California Sur, Mexico",24.4331795683,-110.349174145,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
65871936,"La Paz, Baja California Sur, Mexico",24.5280747217,-110.3737284033,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
66141874,"Océano Pacífico, MX",20.703053453,-105.564937082,1336,,,,1336,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
66143384,"Pacific Ocean, Cabo San Lucas, BCS, MX",22.9292415219,-109.8158459923,92,,,,92,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
66267903,"Cabo Pulmo, Baja California Sur, Mexico",23.4392370764,-109.4246407121,742,,,,742,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
66300124,"Isla Maria Isabelita, NAY, MX",21.8499926716,-105.879247646,22,,,,22,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
66343963,"La Paz, MX-BS, MX",24.1960158434,-110.3012668599,15,,,,15,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
66343967,"La Paz, MX-BS, MX",24.1961730555,-110.3013099416,8,,,,8,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
66360402,"Santa Cruz, Parque Nacional Galápagos, EC-GA, EC",-0.2864952242,-90.55552667,1314,,,,1314,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
66763017,"Océano Pacífico, BCS, MX",24.5982908235,-110.4025744589,24,,,,24,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
66903948,"Puntarenas Province, Costa Rica",9.5213333315,-84.5184456193,15,,,,15,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
66955077,"Isabela, Ecuador",-0.9624063063,-90.9572137795,97,,,,97,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
66955547,"Isabela, Ecuador",-0.9688856355,-90.9619349403,495,,,,495,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
66982897,"Baja California Sur, MX",25.128797207,-110.6870860602,46627,,,,46627,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
67103407,"Provincia de Puntarenas, Costa Rica",8.5608657404,-83.4643551707,27503,,,,27503,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
67196994,"Avenida Costera Miguel Alemán, Acapulco, GRO, MX",16.8375866667,-99.906975,7,,,,7,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
67280287,"Huatulco, MX-OA, MX",15.6967372712,-96.2245172085,31,,,,31,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
67282298,"Huatulco, MX-OA, MX",15.6868537981,-96.2367494753,8,,,,8,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
67327766,"Guaymas, MX-SO, MX",27.9309384599,-111.0607277876,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
68330311,"Playa Conchal, Guanacaste Province, Costa Rica",10.3995996,-85.8116618,1019,,,,1019,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
68401294,"Isla San Cristobal, Ecuador",-0.8163889,-89.4202778,2169,,,,2169,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
68796166,México,23.2659502075,-106.4679425955,20,,,,20,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
68909067,Costa Rica,9.7804192514,-84.8930059746,338,,,,338,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
68925254,"Playa Conchal, Guanacaste Province, Costa Rica",10.3995996,-85.8116618,1019,,,,1019,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
68925255,"Playa Conchal, Guanacaste Province, Costa Rica",10.3995996,-85.8116618,1019,,,,1019,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
68948115,"Montezuma, Puntarenas Province, Costa Rica",9.6502493717,-85.0685320795,100,,,,100,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
68987409,"Santa María Huatulco, Oax., Mexico",15.706768633,-96.2043371273,244,,,,244,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
69166524,"León, Nicaragua",12.1787009326,-86.7973385108,244,,,,244,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
69180511,"Guanacaste Province, Puerto Carrillo, Costa Rica",9.8646332263,-85.4841073388,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
69262122,"Playa Conchal, Guanacaste Province, Costa Rica",10.3995996,-85.8116618,1019,,,,1019,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
69421059,"Pacific Ocean, Cabo San Lucas, BCS, MX",23.4039637213,-109.4165220398,372,,,,372,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
69565807,"Huatulco, MX-OA, MX",15.6860844517,-96.2374800045,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
69565818,"Huatulco, MX-OA, MX",15.6861856144,-96.2371378359,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
69565829,"Huatulco, MX-OA, MX",15.6861437649,-96.2373741588,12,,,,12,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
69565836,"Santa María Huatulco, Oax., México",15.6859294325,-96.2377952656,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
69596858,"Isla Tortuga, Provincia de Puntarenas, Costa Rica",9.7701083,-84.8919664,1161,,,,1161,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
69684805,"La Paz, B.C.S., México",24.1587131573,-110.3197494917,18,,,,18,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
69751059,"Manzanillo, Col., México",19.099980165,-104.3452718343,4,,,,4,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
69790757,"Osa, CR-PU, CR",8.7159604513,-83.8802665998,523,,,,523,,open,false,,"",Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
70216284,"San Cristóbal, EC-GA, EC",-0.8563388222,-89.5641879809,2,,,,2,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
70219724,Mexico,23.3035285177,-106.4925699681,27,,,,27,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
70469190,"Cabo San Lucas, BCS, Mexico",22.8788296142,-109.8834347929,1530,,,,1530,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
70809572,"Isabela, Ecuador",-0.9623439287,-90.9571045301,62,,,,62,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
71457840,"North Pacific Ocean, México",22.8788623611,-109.8987350278,,,,,,,open,false,gps,gps,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
71626709,"Océano Pacífico, SON, MX",27.9457333333,-111.0957805,14,,,,14,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
71714758,México,27.8695627859,-110.8695293963,9,,,,9,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
71799018,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4049990481,-109.4237909179,196,,,,196,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
71799059,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4049990481,-109.4237909179,196,,,,196,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
71884223,"Huatulco, MX-OA, MX",15.7351039576,-96.1436078199,31,,,,31,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
71884225,"Huatulco, MX-OA, MX",15.7351039576,-96.1436078199,31,,,,31,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
71884231,"Huatulco, MX-OA, MX",15.7351039576,-96.1436078199,31,,,,31,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
72089912,"Huatulco, MX-OA, MX",15.7366274865,-96.1437378544,14,,,,14,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
72089918,"Huatulco, MX-OA, MX",15.7366274865,-96.1437378544,14,,,,14,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
72326397,"Huatulco, MX-OA, MX",15.7366092922,-96.1438721383,8,,,,8,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
72363393,"Huatulco, MX-OA, MX",15.737015375,-96.1439728925,8,,,,8,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
72363718,"Huatulco, MX-OA, MX",15.7372260711,-96.1439300513,8,,,,8,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
72400770,"Pacific Ocean, BCS, MX",24.155175,-110.3256133333,11,,,,11,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
72450545,"Huatulco, MX-OA, MX",15.7387297536,-96.1324347691,10,,,,10,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
72459482,"La Paz, B.C.S., México",24.2566557713,-110.3168012202,218,,,,218,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
72578569,"La Paz, BCS, Mexico",24.285430934,-110.3309521033,2,,,,2,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
72587246,"Tourist Corridor, BCS, México",22.8966886883,-109.8889037222,107,,,,107,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
73301660,"Boca del Alamo, BCS, Mexico",23.9256841886,-109.8349250453,231,,,,231,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
73354944,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4460766088,-109.4234416058,63,,,,63,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
73355452,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4458526308,-109.4236691556,31,,,,31,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
73355745,"Cabo Pulmo, 23570 La Ribera, B.C.S., Mexico",23.4464983604,-109.4243974791,61,,,,61,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
73428145,"Pacific Ocean, Cabo San Lucas, BCS, MX",23.4480109501,-109.4247591217,372,,,,372,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
73913523,"La Paz, B.C.S., México",24.3340968855,-110.3271287307,268,,,,268,,open,false,gps,gps,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
75419576,"Los Cabos, BCS, MX",22.9205946348,-109.8271839862,65,,,,65,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
76040004,"Residencial Garzas, 23079 La Paz, B.C.S., Mexico",24.2015167834,-110.2999333147,8,,,,8,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
76380516,"Pacific Ocean, BCS, MX",24.5985366667,-110.4018216667,,,,,,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
76711367,"Pacific Ocean, BCS, MX",24.324145,-110.3310383333,,,,,,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
76841527,"Nayarit, MX",20.7486710688,-105.3786781973,382,,,,382,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
77103484,"Mazatlán, Sinaloa, Mexico",23.1948089597,-106.4272689817,,,,,,,open,false,gps,gps,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
77669801,"Matapalo Beach, Guanacaste Province, Costa Rica",10.544279239,-85.7622572678,1030,,,,1030,,open,false,,,Panamic Sergeant Major,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
77708289,"La Paz, MX-BS, MX",24.2895838141,-110.3527618788,488,,,,488,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
77810311,"Isla Pajaros, Sinaloa, México",23.2531038098,-106.4733108737,55,,,,55,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
77811754,"Mazatlán, Sin., México",23.2530840941,-106.4734396147,45,,,,45,,open,false,,,Petaca banderita,Abudefduf troschelii,Panamic Sergeant Major,Actinopterygii,92989
