id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
44455870,"Bonaire, Caribbean Netherlands",12.2018902,-68.2623822,14235,,,,14235,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
44487184,"Hillsboro Beach, FL 33062, USA",26.2530017838,-80.0883227214,68,,,,68,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
44542937,"Isla Mujeres, Quintana Roo, México",21.21857763,-86.7617301847,2348,,,,2348,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
44553846,"Akumal, Quintana Roo, Mexico",20.3785379621,-87.263125088,78089,,,,78089,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
44563395,Caribbean Sea,19.3567874628,-81.4037871002,2213,,,,2213,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
44563447,"Caribbean Sea, Cayman Islands, KY",19.3591569516,-81.39518117,5193,,,,5193,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
44568986,"Monroe County, Florida, Vereinigte Staaten",24.6565888883,-81.279644445,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
44579271,"Cayo Largo del Sur, Cuba",21.6485655095,-81.5216391076,977,,,,977,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
44775304,"East Rockland Key, FL 33040, USA",24.6298727608,-82.8712580726,59,,,,59,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
44816212,"Morro de Sao Paulo, Cairu - Bahía, 45420-000, Brasil",-13.3920680978,-38.9061570168,31,,,,31,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
45070182,Porto Seguro,-16.4533946651,-39.0620377746,110,,,,110,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
45299347,"Deering Estate, Palmetto Bay, FL, US",25.6157239817,-80.305201454,8,,,,8,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
45466466,Cayman Islands,19.3484907332,-81.3144539284,1953,,,,1953,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
45492903,"Hillsboro Beach, FL 33062, USA",26.2530336572,-80.0879814103,76,,,,76,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
45544853,"Straits of Florida, US",24.6177098273,-81.0220278881,9592,,,,9592,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
45590486,"Sainte-Anne, Martinique",14.3935823524,-60.8757379981,5796,,,,5796,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
45610800,"Colón, Panama",9.6356022152,-79.5641003905,15,,,,15,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
45619264,"Caribbean Sea, Cayman Islands, KY",19.3460581987,-81.0885277297,23,,,,23,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
45638483,"Ipojuca, BR-PE, BR",-8.5077053431,-34.9996626426,8,,,,8,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
45705485,"Cruz Bay, St John 00830, USVI",18.3314794145,-64.7859801204,2790,,,,2790,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
45781995,"Needhams Point, Bridgetown, Barbados",13.0833510249,-59.6120719381,264,,,,264,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
45899282,"Centro, San Miguel de Cozumel, Q.R., Mexico",20.5157500443,-86.9446210178,488,,,,488,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
46147786,"Santa Maria - Los Caimanes, CU-CA-MO, CU-CA, CU",22.628008567,-78.6939326534,61,,,,61,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
46313339,"Rocha, Uruguay",-33.9231489349,-53.5096621277,31,,,,31,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
46390520,"Stann Creek, BZ",16.9582476318,-88.0453750543,488,,,,488,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
46391277,"Curacao, Willemstad, CW",12.1069945,-68.9333883333,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
46420256,"San Andrés, CO-SA, CO",12.5741306118,-81.6922950002,244,,,,244,,open,false,,,Petaca rayada,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
46457249,Cayman Islands,19.3133,-81.2546,168452,,,,168452,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
46641340,"Sandy Bay, Honduras",16.3256129612,-86.5830831944,2761,,,,2761,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
46661567,"San Andrés, San Andrés y Providencia, Colombia",12.576855,-81.705052,2771,,,,2771,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
46673451,"Caribbean Sea, Aruba, AW",12.5663158333,-70.0627670353,5877,,,,5877,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
46858792,"Tolú, Sucre, CO",9.4570583333,-75.6147383333,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
47143433,Japaratinga,-9.0897968656,-35.2580917999,1052,,,,1052,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
47206557,"District de Gros-Islet, Sainte-Lucie",14.0712878187,-60.9587277434,15,,,,15,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
48140111,"Deerfield Beach, FL, USA",26.3184123,-80.0997657,2963,,,,2963,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
48164822,"Corozal District, Belize",17.9800389444,-87.9219961505,9070,,,,9070,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
48560780,"Punta Seca, Santiago de Tolú, Sucre, Colombia",9.4031426296,-75.680129609,22547,,,,22547,,open,false,,,Petaca rayada,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
48580343,"",24.5491051781,-81.4067720069,626,,,,626,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
48735511,"Monroe County, FL, USA",25.108720057,-80.338402883,61,,,,61,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
48735560,"Monroe County, FL, USA",25.1096332642,-80.3388534941,61,,,,61,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
49012686,"Florida Bay, FL, US",25.1693949019,-80.4913576909,21367,,,,21367,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
49096404,"Útila Island, Utila, Bay Islands, HN",16.087769852,-86.8887558115,10,,,,10,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
49117952,"Puerta de Tierra, San Juan, Puerto Rico",18.4678154248,-66.0888884962,33,,,,33,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
49254506,"Cozumel, Q.R., México",20.3195162568,-87.3577880859,977,,,,977,,open,false,,,Petaca rayada,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
49291641,"North Atlantic Ocean, FL, US",24.6564621917,-81.2795712585,24,,,,24,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
49950464,"W Broadview Dr, FL, US",25.88577833,-80.1388555,6,,,,6,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
49986322,"Fernando de Noronha, BR-RN, BR",-3.8383737308,-32.4172748567,15,,,,15,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
50009274,"San Rafael del Yuma, Dominican Republic",18.3824893406,-68.8624890346,15,,,,15,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
50092883,"La Altagracia, Dominikanische Republik",18.3389815614,-68.8184432565,8,,,,8,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
50300831,Curaçao,12.2197230556,-69.08703,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
50355245,"North Atlantic Ocean, Atlantic Beach, FL, US",30.334755,-81.39520333,5,,,,5,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
50414007,"Boca Raton Inlet, Boca Raton, FL, US",26.3393316792,-80.0728525441,22,,,,22,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
50490202,"Biscayne Bay, Miami Beach, FL, US",25.7705786742,-80.1394916317,38,,,,38,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
50805669,"Cozumel, Quintana Roo, Mexico",20.5524858256,-86.925616431,8,,,,8,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
50830252,"Tranquilo Bay, Isla Bastimentos, Bocas del Toro, Panama",9.2541114806,-82.1461483996,405,,,,405,,open,false,,,Petaca rayada,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
51037228,"Manga, Cartagena, Provincia de Cartagena, Bolívar, Colombia",10.4115324019,-75.5402069092,,,,,,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
51519966,"San Andrés, San Andres and Providencia, Colombia",12.576855,-81.705052,2771,,,,2771,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
51583548,"Rifflet, 97126, Rifflet, Guadeloupe",16.3424584916,-61.7798003074,248,,,,248,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
51658822,"Salinas, Puerto Rico",17.9156378304,-66.2452624876,4,,,,4,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
51827150,"Barrier Reef, Belize",16.5100848,-88.3032721,526,,,,526,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
51841545,Belize,16.5100848,-88.3032721,365,,,,365,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
51841556,Belize,16.5100848,-88.3032721,365,,,,365,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
51902632,"Boa Vista, CV",16.1438881638,-22.9297504218,61,,,,61,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52063698,"Uribia, Departamento de La Guajira, CO",12.2241661974,-71.9678238163,38,,,,38,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52090243,"Monroe County, FL, USA",24.7005555556,-81.1172222222,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52090372,"",24.6322222222,-81.0897222222,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52161843,"Puerto Morelos, Quintana Roo, Mexico",20.8478084,-86.8755342,1407,,,,1407,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52201392,"Roatán, Islas de la Bahía",16.276988129,-86.6030953594,372,,,,372,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52201393,"Roatán, Islas de la Bahía",16.276988129,-86.6030953594,372,,,,372,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52201406,"Roatán, Islas de la Bahía",16.276988129,-86.6030953594,372,,,,372,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52234135,"Under the main jetty at Maria la Gorda, Parque Nacional Peninsula de Guanahacabibes, Pinar del Río, Cuba",21.8192027758,-84.4964003661,10,,,,10,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52258817,"West Bay, Roatán",16.2748488172,-86.6014246677,230,,,,230,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52268699,Caribbean Sea,18.0544844695,-63.1398697524,395,,,,395,,open,false,,,Sergent-major des Caraïbes,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52301553,"Flowers Bay, Islas de la Bahía, Honduras",16.2749,-86.6027,50,,,,50,,open,false,,"",Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52302421,"Flowers Bay, Islas de la Bahía, Honduras",16.2749,-86.6027,100,,,,100,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52386790,"Shallow ""Aquarium"" [El Acuario] reef between and Cabo Corrientes, south of Maria la Gorda hotel, Parque Nacional Peninsula de Guanahacabibes, Pinar del Río, Cuba",21.7942238274,-84.5141121574,100,,,,100,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52418266,"Carretera Costera Sur Km 6.5, Zona Hotelera Nte., 77600 San Miguel de Cozumel, Q.R., Mexico",20.4576318,-86.986285,531,,,,531,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52430322,"La Ensenada, Tela, Atlántida",15.7940538877,-87.4455420894,244,,,,244,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52482525,"Isla Mujeres, Quintana Roo, Mexiko",21.2321799,-86.7340934,4165,,,,4165,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52482533,"Isla Mujeres, Quintana Roo, Mexiko",21.2321799,-86.7340934,4165,,,,4165,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52482561,"Isla Mujeres, Quintana Roo, Mexiko",21.2321799,-86.7340934,4165,,,,4165,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52482566,"Isla Mujeres, Quintana Roo, Mexiko",21.2321799,-86.7340934,4165,,,,4165,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52513348,"St Lucie County, FL, USA",27.416790315,-80.2682908405,273,,,,273,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52513396,"St Lucie County, FL, USA",27.416790315,-80.2682908405,273,,,,273,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52522665,"St Lucie County, FL, USA",27.4173998351,-80.2685054172,412,,,,412,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52828751,"Atlantic Ocean, SC, BR",-27.3012832909,-48.3657090924,4687,,,,4687,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
52942567,"Caribbean Sea, CW",12.122149556,-68.9184524585,5,,,,5,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
53009363,"Natal - Río Grande del Norte, 59090-100, Brasil",-5.8840024708,-35.1667042449,1270,,,,1270,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
53120252,"Tulum Municipality, Quintana Roo, Mexico",20.0066437423,-87.4783252601,4,,,,4,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
53300186,"Caño de San Antonio, San Juan, PR, US",18.45821667,-66.08928617,90,,,,90,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
53401304,,18.5117992597,-66.2158613504,10,,,,30649,obscured,open,true,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
53547354,Caribbean Sea,18.0707247305,-63.1478664966,80,,,,80,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
53619491,"Carribean Sea, QROO, MX",20.4290627151,-87.2910912893,172,,,,172,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
53694173,"Vila dos Remédios, Pernambuco, Brasil",-3.83815,-32.4076,50,,,,50,,open,false,,"",Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
53699705,"Açu da Tôrre, Bahia, Brasil",-12.5748,-37.9984,50,,,,50,,open,false,,"",Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
53763783,"Carribean Sea, MX",21.2410762949,-86.7898338198,517,,,,517,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
53954258,"Gulf of Mexico, Galveston, TX, US",29.1949475252,-94.9477432653,357,,,,357,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
53961354,Mexico,20.3430126913,-87.0259324461,83,,,,83,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
54455278,"Gulf of Mexico, FL, US",24.69787,-81.34375833,5,,,,5,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
54456539,"Gulf of Mexico, FL, US",24.69787833,-81.343795,5,,,,5,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
54601205,"Tulum Beach, Quintana Roo, México",20.1772773573,-87.4462315813,270,,,,270,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
54678680,"Carretera Chetumal Puerto Juárez Km 240, locales 1 & 2, módulo B, 77780 Q.R., Mexico",20.3193587,-87.3578124,252,,,,252,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
54696464,Curazao,12.1237130556,-68.97154,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
55397320,"Western Tobago, Trinidad and Tobago",11.2823135414,-60.6973928958,36,,,,36,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
55559979,Barbados,13.193887,-59.543198,20894,,,,20894,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
55791739,Caribbean Sea,18.6860659948,-64.3017705221,2907,,,,2907,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
55833768,"Tequesta, FL 33469, USA",26.9525700997,-80.0784258,,,,,,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
55928926,"Mustang Island, Port Aransas, TX, US",27.8410093862,-97.0623342656,14,,,,14,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
55929214,Curaçao,12.2269744,-69.09306854,,,,,,,open,false,,,Castanheta-das-rochas,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
55979757,"Florida, US",30.2283073717,-86.4735807423,,,,,29382,obscured,open,true,,"","",Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
55996199,"Miami-Dade County, FL, USA",25.7315655958,-80.1621799583,7,,,,7,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
55997064,"Miami-Dade County, FL, USA",25.7315794291,-80.1621311363,8,,,,8,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
55997067,"Miami-Dade County, FL, USA",25.7315812979,-80.1621217381,5,,,,5,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
56039240,Miami,25.7,-80.27,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
56368170,"Western Tobago, Trinidad and Tobago",11.1952142241,-60.7960361615,72,,,,72,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
56559726,"Topsail, NC, USA",34.3477179304,-77.6936190203,7046,,,,7046,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
56583954,Bahamas,25.0152346493,-77.2337782218,122,,,,30003,obscured,open,true,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
56892399,"Port Elizabeth, St Vincent and the Grenadines",13.0147165454,-61.2502337957,4793,,,,4793,,open,false,,"",Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
56895076,"Terre-de-Haut, Guadeloupe",15.868717618,-61.5870211255,2823,,,,2823,,open,false,,"",Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
56947482,"Talamanca, Limón, Costa Rica",9.6417616667,-82.68901,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
57004165,"Akumal, Q.R., México",20.3959736,-87.315901,683,,,,683,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
57130834,"Solidaridad, MX-QR, MX",20.6619878649,-87.0320356493,4,,,,4,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
57495652,"Colón Province, Panama",9.4438183177,-79.7814789191,414,,,,414,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
57677754,"San Salvador, BS",24.1229053705,-74.4815032768,488,,,,488,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
57741367,,24.8266651319,-81.7023733916,28047,,,,28047,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
57763900,"East Grand Bahama, The Bahamas",26.6032099943,-78.4000880815,108,,,,108,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
57889710,"Matanzas River, St. Augustine, FL, US",29.89316667,-81.30504667,4,,,,4,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
57993223,San Rafael Del Yuma,18.4362372218,-68.8594027885,18661,,,,18661,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
58326138,Les Trois-Îlets,14.5506261806,-61.056729611,2280,,,,2280,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
58470848,Maragogi,-9.0103104493,-35.2208275348,2104,,,,2104,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
58588068,Cozumel,20.5,-86.95,,,,,,,open,false,,,Petaca rayada,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
58872306,United States,24.6278177,-81.1107999,202,,,,202,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
58906699,"Matagorda Bay, Port O'Connor, TX, US",28.45543667,-96.40686667,5,,,,5,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
58911394,"North Atlantic Ocean, Bahamas, BS",24.7086702821,-76.8229133405,32,,,,32,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
59266211,"Bahia, Brasil",-16.2306937063,-38.9524827898,1179,,,,1179,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
59289450,"Pirangi do Norte (Distrito Litoral), Parnamirim - RN, Brasil",-5.9772636006,-35.1224729419,132,,,,132,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
59379978,"Potter Cay, Nassau, Bahamas, BS",25.0775510547,-77.3238623202,3625,,,,3625,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
59414381,Aruba,12.5680244387,-70.0576056159,7639,,,,7639,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
59481176,"Les Anses-d'Arlet, Martinique",14.4988672666,-61.0867184178,429,,,,429,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
