type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2016-11-10 11:31:24-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002573. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002573				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002573	2573		C. Zamprogno	01														Poça de maré. Estação 1. Hora: 07:30 - 08:30 - Coord. aprox. Google Earth											1985-03-18		77	77	1985	03	18														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002627. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002627				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002627	2627		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 08:00 - 10:00 - Coord. aprox. Google Earth											1983-12-20		354	354	1983	12	20														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002630. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002630				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002630	2630		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 08:00 - 10:00 - Coord. aprox. Google Earth											1983-12-20		354	354	1983	12	20														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002631. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002631				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002631	2631		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 08:00 - 10:00 - Coord. aprox. Google Earth											1983-12-20		354	354	1983	12	20														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002632. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002632				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002632	2632		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 08:00 - 10:00 - Coord. aprox. Google Earth											1983-12-20		354	354	1983	12	20														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002633. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002633				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002633	2633		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 07:30 - 08:30 - Coord. aprox. Google Earth											1985-03-19		78	78	1985	03	19														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002634. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002634				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002634	2634		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 07:30 - 08:30 - Coord. aprox. Google Earth											1985-03-19		78	78	1985	03	19														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002636. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002636				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002636	2636		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 07:30 - 08:30 - Coord. aprox. Google Earth											1985-03-19		78	78	1985	03	19														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002637. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002637				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002637	2637		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 07:30 - 08:30 - Coord. aprox. Google Earth											1985-03-19		78	78	1985	03	19														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002638. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002638				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002638	2638		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 07:30 - 08:30 - Coord. aprox. Google Earth											1985-03-19		78	78	1985	03	19														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002639. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002639				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002639	2639		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 07:30 - 08:30 - Coord. aprox. Google Earth											1985-03-19		78	78	1985	03	19														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002640. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002640				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002640	2640		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 07:30 - 08:30 - Coord. aprox. Google Earth											1985-03-19		78	78	1985	03	19														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002642. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002642				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002642	2642		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 07:30 - 08:30 - Coord. aprox. Google Earth											1985-03-19		78	78	1985	03	19														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002643. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002643				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002643	2643		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 07:30 - 08:30 - Coord. aprox. Google Earth											1985-03-19		78	78	1985	03	19														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000002647. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000002647				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000002647	2647		C. Zamprogno	01														Poça de maré. Estação 3. Hora: 07:30 - 08:30 - Coord. aprox. Google Earth											1985-03-19		78	78	1985	03	19														Brasil		Espírito Santo		Serra	Praia de Manguinhos												-20.1833330000000011	-40.1833329999999975	not recorded				20S11'	40W11'																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-11-10 11:31:25-02	CC-BY-NC	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP		Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Record ID: BRA:UNICAMP:ZUEC-PIS:0000003123. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000003123				UNICAMP	ZUEC-PIS	ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP	PreservedSpecimen				BRA:UNICAMP:ZUEC-PIS:0000003123	3123		C. Sazima, J. L. Gasparini & I. Sazima	01														"Georreferenciado utilizando a ferramenta data cleaning/geoLoc - CRIA/fonte municípios do IBGE; Método_coleta:Poça de maré. "noxfish" e timbó"											1996-08-02		215	215	1996	08	02														Brasil		Espírito Santo		Anchieta	Ponta de Ubu												-20.8061110000000014	-40.6455559999999991	not recorded				20S48'22''	40W38'44''																																							Abudefduf saxatilis						Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis																	Universidade Estadual de Campinas - Instituto de Biologia. ZUEC-PIS - Coleção de Peixes do Museu de Zoologia da UNICAMP. Source: http://ipt1.cria.org.br/ipt/resource?r=zuec-pis (source published on 2017-01-08)	c0e8647d-dd4b-4300-8ad1-8c362fb21d75	d073b448-6b80-4364-8c38-18d08b88797f	isazima@unicamp.br	Ivan Sazima	2017-01-08	2017-01-24	no migrator	0	0	0	0		specimen	0
